TI83333S000001	b0001	thrL	thr operon leader peptide
TI83333S001267	b1304	pspA	"phage shock protein, inner membrane protein"
TI83333S001268	b1305	pspB	phage shock protein B
TI83333S001269	b1306	pspC	phage shock protein: activates phage shock-protein expression
TI83333S001270	b1307	pspD	phage shock protein
TI83333S001271	b1308	pspE	phage shock protein
TI83333S001272	b1309	ycjM	putative polysaccharide hydrolase
TI83333S001273	b1310	ycjN	putative ABC transporter periplasmic binding protein
TI83333S001274	b1311	ycjO	putative binding-protein dependent transport protein
TI83333S001275	b1312	ycjP	"putative transport protein (ABC superfamily, membrane)"
TI83333S001276	b1313	ycjQ	"putative dehydrogenase, NAD(P)-binding"
TI83333S001277	b1314	ycjR	putative epimerase/isomerase
TI83333S001278	b1315	ycjS	putative NADH-dependent dehydrogenase
TI83333S001279	b1316	ycjT	putative enzyme
TI83333S001280	b1317	ycjU	"putative beta phosphoglucomutase, contains a phophatase-like domain"
TI83333S001281	b1318	ycjV	putative ATP-binding component of a transport system
TI83333S001282	b1319	ompG	outer membrane pore protein
TI83333S001283	b1320	ycjW	putative LACI-type transcriptional regulator
TI83333S001284	b1321	ycjX	putative EC 2.1 enzyme
TI83333S001285	b1322	ycjF	hypothetical protein
TI83333S001286	b1323	tyrR	"transcriptional regulation of aroF, aroG, tyrA and aromatic amino acid transport"
TI83333S001287	b1324	tpx	thiol peroxidase
TI83333S001288	b1325	ycjG	"L-Ala-D/L-Glu epimerase, a muconate lactonizing enzyme"
TI83333S001289	b1326	mpaA	putative carboxypeptidase
TI83333S001290	b1327	ycjY	"conserved hypothetical protein, alpha/beta-hydrolase domain"
TI83333S001291	b1328	ycjZ	putative transcriptional regulator (LysR family)
TI83333S001292	b1329	mppA	periplasmic murein tripeptide (L-Ala-gamma-D-Glut-m-DAP) permease
TI83333S001293	b1330	ynaI	putative transmembrane protein
TI83333S001294	b1331	b1331	IS5 protein
TI83333S001295	b1332	ynaJ	hypothetical protein
TI83333S001296	b1333	uspE	"conserved protein, adenine nucleotide-binding domain"
TI83333S001297	b1334	fnr	"transcriptional regulation of aerobic, anaerobic respiration, osmotic balance"
TI83333S001298	b1335	ogt	O-6-alkylguanine-DNA/cysteine-protein methyltransferase
TI83333S001299	b1336	abgT	aminobenzoyl-glutamate transport protein
TI83333S001300	b1337	abgB	aminobenzoyl-glutamate utilization protein
TI83333S001301	b1338	abgA	aminobenzoyl-glutamate utilization protein
TI83333S001302	b1339	abgR	putative transcriptional regulator LYSR-type
TI83333S001303	b1340	ydaL	hypothetical protein
TI83333S001304	b1341	ydaM	hypothetical protein
TI83333S001305	b1342	ydaN	putative membrane associated protein
TI83333S001306	b1343	dbpA	ATP-dependent RNA helicase
TI83333S001307	b1344	ydaO	hypothetical protein
TI83333S001308	b1345	intR	Rac prophage; putative transposase/integrase
TI83333S001309	b1346	ydaQ	Rac prophage
TI83333S001310	b1347	ydaC	Rac prophage
TI83333S001311	b1348	lar	Rac prophage; modifies activity of EcoKI
TI83333S001312	b1349	recT	"Rac prophage; recombinase, DNA renaturation"
TI83333S001313	b1350	recE	"Rac prophage; exonuclease VIII, ds DNA exonuclease, 5' -> 3'-specific"
TI83333S001314	b1351	racC	Rac prophage; contains recE and oriJ
TI83333S001315	b1352	kil	Kil protein (killing function) of lambdoid prophage Rac
TI83333S001316	b1353	sieB	Rac prophage; phage superinfection exclusion protein
TI83333S001317	b1354	b1354	Rac prophage
TI83333S001318	b1355	ydaG	Rac prophage
TI83333S001319	b1356	racR	Rac prophage repressor
TI83333S001320	b1357	ydaS	Rac prophage; repressor protein
TI83333S001321	b1358	ydaT	Rac prophage
TI83333S001322	b1359	ydaU	Rac prophage
TI83333S001323	b1360	ydaV	DNA replication protein DnaC
TI83333S001324	b1361	ydaW	Rac prophage; putative transcriptional regulator
TI83333S001325	b1362	rzpR	Rac prophage; putative prophage lambda endopeptidase
TI83333S001326	b1363	trkG	Rac prophage; Trk system potassium uptake
TI83333S001327	b1364	b1364	Rac prophage
TI83333S001328	b1365	ynaK	Rac prophage
TI83333S001329	b1366	ydaY	Rac prophage
TI83333S001330	b1367	b1367	Rac prophage
TI83333S001331	b1368	ynaA	Rac prophage; putative tail protein
TI83333S001332	b1369	b1369	Rac prophage; putative outer membrane protein
TI83333S001333	b1370	b1370	IS5Y transposase
TI83333S001334	b1371	b1371	Rac prophage; putative outer membrane protein
TI83333S001335	b1372	stfR	Rac prophage; putative tail fiber protein
TI83333S001336	b1373	tfaR	Rac prophage; putative tail fiber assembly
TI83333S001337	b1374	pinR	Rac prophage; putative transposon resolvase
TI83333S001338	b1375	ynaE	Rac prophage
TI83333S001339	b1376	uspF	"conserved hypothetical protein, adenine nucleotide-binding domain"
TI83333S001340	b1377	ompN	"outer membrane pore protein N, non-specific"
TI83333S001341	b1378	ydbK	"putative oxidoreductase, Fe-S subunit"
TI83333S001342	b1379	hslJ	heat shock protein hslJ
TI83333S001343	b1380	ldhA	D-lactate dehydrogenase
TI83333S001344	b1381	ydbH	hypothetical protein
TI83333S001345	b1382	ynbE	unknown CDS
TI83333S001346	b1383	ydbL	hypothetical protein
TI83333S001347	b1384	feaR	regulatory protein for 2-phenylethylamine catabolism
TI83333S001348	b1385	feaB	phenylacetaldehyde dehydrogenase
TI83333S001349	b1386		copper amine oxidase (tyramine oxidase)
TI83333S001350	b1387	paaZ	phenylacetic acid degradation protein; putative aldehyde dehydrogenase
TI83333S001351	b1388	paaA	phenylacetic acid degradation protein
TI83333S001352	b1389	paaB	phenylacetic acid degradation protein
TI83333S001353	b1390	paaC	phenylacetic acid degradation protein
TI83333S001354	b1391	paaD	phenylacetic acid degradation protein
TI83333S001355	b1392	paaE	probable phenylacetic acid degradation NADH oxidoreductase
TI83333S001356	b1393	paaF	probable enoyl-CoA hydratase
TI83333S001357	b1394	paaG	enoyl-CoA hydratase
TI83333S001358	b1395	paaH	3-hydroxybutyryl-CoA dehydrogenase
TI83333S001359	b1396	paaI	phenylacetic acid degradation protein
TI83333S001360	b1397	paaJ	acetyl-CoA acetyltransferase
TI83333S001361	b1398	paaK	phenylacetate-CoA ligase
TI83333S001362	b1399	paaX	transcriptional repressor for phenylacetic acid degradation
TI83333S001363	b1400	paaY	phenylacetic acid degradation protein; putative transferase
TI83333S001364	b1406	ydbC	putative dehydrogenase
TI83333S001365	b1407	ydbD	hypothetical protein
TI83333S001366	b1408	ynbA	putative enzyme
TI83333S001367	b1409	ynbB	putative phosphatidate cytidiltransferase
TI83333S001368	b1410	ynbC	putative methylase
TI83333S001369	b1411	ynbD	putative enzyme
TI83333S001370	b1412	azoR	acyl carrier protein phosphodiesterase
TI83333S001371	b1413	hrpA	"helicase, ATP-dependent"
TI83333S001372	b1414	ydcF	hypothetical protein
TI83333S001373	b1415	aldA	"aldehyde dehydrogenase A, NAD-linked"
TI83333S001374	b1418	cybB	cytochrome b561
TI83333S001375	b1419	ydcA	unknown CDS
TI83333S001376	b4428		small toxic membrane polypeptide
TI83333S001377	b1420	mokB	regulatory peptide whose translation enables hokB expression
TI83333S001378	b1421	trg	"methyl-accepting chemotaxis protein III, ribose and galactose sensor receptor"
TI83333S001379	b1422	ydcI	putative transcriptional regulator (LysR familiy)
TI83333S001380	b1423	ydcJ	hypothetical protein
TI83333S001381	b1424	mdoD	putative enzyme
TI83333S001382	b1425	b1425	unknown CDS
TI83333S001383	b1426	ydcH	hypothetical protein
TI83333S001384	b1427	rimL	"acetyl transferase, modifies N-terminal serine of 50S ribosomal subunit protein L7/L12"
TI83333S001385	b1428	ydcK	putative LpxA-like enzyme
TI83333S001386	b1429	tehA	K+-tellurite ethidium and proflavin transport protein (TDT family)
TI83333S001387	b1430	tehB	putative methyltransferase; tellurite resistance
TI83333S001388	b1431	ydcL	hypothetical protein
TI83333S001389	b1432	ydcM	putative transposase
TI83333S001390	b1433	ydcO	putative benzoate transport protein (MFS family)
TI83333S001391	b1434	ydcN	putative regulator
TI83333S001392	b1435	ydcP	putative protease
TI83333S001393	b1436	yncJ	unknown CDS
TI83333S001394	b1437	b1437	unknown CDS
TI83333S001395	b1438	ydcQ	putative regulator
TI83333S001396	b1439	ydcR	bifunctional: putative transcriptional regulator (GntR family) (N-terminal); putative ATP-binding component of a transport system (C-terminal)
TI83333S001397	b1440	ydcS	putative ABC transporter periplasmic binding protein
TI83333S001398	b1441	ydcT	putative ABC transporter ATP-binding protein
TI83333S001399	b1442	ydcU	putative ABC transporter permease protein
TI83333S001400	b1443	ydcV	putative ABC transporter permease protein
TI83333S001401	b1444	ydcW	putative aldehyde dehydrogenase
TI83333S001402	b1445	ydcX	unknown CDS
TI83333S001403	b1446	ydcY	unknown CDS
TI83333S001404	b1447	ydcZ	putative transport protein
TI83333S001405	b1448	yncA	hypothetical acetyltransferase
TI83333S001406	b1449	yncB	"putative dehydrogenase, NAD(P)-binding"
TI83333S001407	b1450	yncC	hypothetical transcriptional regulator
TI83333S001408	b1451	yncD	probable tonB-dependent receptor
TI83333S001409	b1452	yncE	putative receptor
TI83333S001410	b1453	ansP	L-asparagine permease
TI83333S001411	b1454	yncG	hypothetical GST-like protein
TI83333S001412	b1455	yncH	unknown CDS
TI83333S001413	b1456	rhsE	rhsE protein
TI83333S001414	b1457	ydcD	unknown CDS
TI83333S001415	b1458	yncI	hypothetical protein
TI83333S001416	b1459	yncI	hypothetical protein
TI83333S001417	b1460	ydcC	H repeat-associated protein (ORF-H)
TI83333S001418	b1461	pptA	4-oxalocrotonate tautomerase
TI83333S001419	b1462	yddH	putative enzyme
TI83333S001420	b1463	nhoA	N-hydroxyarylamine O-acetyltransferase
TI83333S001421	b1464	yddE	hypothetical protein
TI83333S001422	b1465	narV	cryptic nitrate reductase 2 gamma subunit
TI83333S001423	b1466	narW	cryptic nitrate reductase 2 delta subunit
TI83333S001424	b1467	narY	cryptic nitrate reductase 2 beta subunit
TI83333S001425	b1468	narZ	cryptic nitrate reductase 2 alpha subunit
TI83333S001426	b1469	narU	nitrate extrusion protein (MFS family)
TI83333S001427	b1470	yddJ	unknown CDS
TI83333S001428	b1471	yddK	putative glycoportein
TI83333S001429	b1472	yddL	putative outer membrane porin protein
TI83333S001430	b1473	yddG	putative transmembrane protein
TI83333S001431	b1474	fdnG	"formate dehydrogenase-N, alpha subunit, nitrate-inducible"
TI83333S001432	b1475	fdnH	"formate dehydrogenase-N, Fe-S beta subunit, nitrate-inducible"
TI83333S001433	b1476	fdnI	"formate dehydrogenase-N, cytochrome B556(Fdn) gamma subunit, nitrate-inducible"
TI83333S001434	b1477	yddM	putative transcriptional regulator (OmpR family)
TI83333S001435	b1478	adhP	alcohol dehydrogenase
TI83333S001436	b1479	sfcA	NAD-linked malate dehydrogenase
TI83333S001437	b1480	sra	30S ribosomal subunit protein S22; stationary phase-induced ribosome-associated protein
TI83333S001438	b1481	bdm	biofilm-dependent modulation protein
TI83333S001439	b1482	osmC	osmotically inducible protein
TI83333S001440	b1483	ddpF	putative ABC transport system ATP-binding protein
TI83333S001441	b1484	ddpD	putative ABC transport system ATP-binding protein
TI83333S001442	b1485	ddpC	putative ABC transport system permease protein
TI83333S001443	b1486	ddpB	putative ABC transport system permease protein
TI83333S001444	b1487	ddpA	putative ABC transport system periplasmic binding protein
TI83333S001445	b1488	ddpX	"D-Ala-D-Ala dipeptidase, Zn-dependent"
TI83333S001446	b1489	dos	"putative phosphodiesterase, oxygen-sensing protein"
TI83333S001447	b1490	yddV	hypothetical protein
TI83333S001448	b1491	yddW	"conserved protein, glycosyltransferase domain"
TI83333S001449	b1492	gadC	"acid sensitivity protein, putative transporter"
TI83333S001450	b1493	gadB	glutamate decarboxylase isozyme
TI83333S001451	b1494	pqqL	putative zinc protease
TI83333S001452	b1495	yddB	hypothetical protein
TI83333S001453	b1496	yddA	putative ABC transport system ATP-binding protein
TI83333S001454	b1497	ydeM	putative enzyme
TI83333S001455	b1498	ydeN	putative sulfatase
TI83333S001456	b1499	ydeO	putative ARAC-type regulatory protein
TI83333S001457	b1500	yneN	unknown CDS
TI83333S001458	b1501	ydeP	bifunctional: putative reductase (N-terminal); putative formate dehydrogenase (C-terminal)
TI83333S001459	b1502	ydeQ	putative adhesin; similar to FimH protein
TI83333S001460	b1503	ydeR	putative fimbrial-like protein
TI83333S001461	b1504	ydeS	putative fimbrial-like protein
TI83333S001462	b1505	ydeT	putative outer membrane protein
TI83333S001463	b1506	yneL	hypothetical protein
TI83333S001464	b1507	hipA	"persistence to inhibition of murein or DNA biosynthesis, DNA-binding regulator"
TI83333S001465	b1508	hipB	persistence to inhibition of murein or DNA biosynthesis; regulatory protein
TI83333S001466	b1509	ydeU	putative ATP-binding component of a transport system and adhesin protein
TI83333S001467	b1510	ydeK	hypothetical protein
TI83333S001468	b1511	ydeV	putative kinase
TI83333S001469	b1512	lsrR	"putative transcriptional regulator, sorC family"
TI83333S001470	b1513	ego	putative ATP-binding component of a transport system; essential for aerobic growth
TI83333S001471	b1514	lsrC	putative ABC transport system permease protein
TI83333S001472	b1515	lsrD	putative ABC transport system permease protein
TI83333S001473	b1516	lsrB	putative LACI-type transcriptional regulator
TI83333S001474	b1517	lsrF	hypothetical protein
TI83333S001475	b1518	lsrG	hypothetical protein
TI83333S001476	b1519	tam	trans-aconitate 2-methyltransferase
TI83333S001477	b1520	yneE	hypothetical protein
TI83333S001478	b1521	uxaB	tagaturonate reductase
TI83333S001479	b1522	yneF	putative transport protein
TI83333S001480	b1523	yneG	hypothetical protein
TI83333S001481	b1524	yneH	glutaminase
TI83333S001482	b1525	yneI	putative aldehyde dehydrogenase
TI83333S001483	b1526	yneJ	putative transcriptional regulator (LysR family)
TI83333S001484	b1527	yneK	hypothetical protein
TI83333S001485	b1528	ydeA	sugar efflux transporter
TI83333S001486	b1529	marC	multiple antibiotic resistance protein
TI83333S001487	b1530	marR	multiple antibiotic resistance protein; repressor of mar operon
TI83333S001488	b1531	marA	multiple antibiotic resistance; transcriptional activator of defense systems
TI83333S001489	b1532	marB	multiple antibiotic resistance protein
TI83333S001490	b1533	ydeD	amino acid metabolite efflux pump
TI83333S001491	b1534	ydeE	putative transport protein
TI83333S001492	b1535	ydeH	hypothetical protein
TI83333S001493	b1536	ydeI	hypothetical protein
TI83333S001494	b1537	ydeJ	competence damage-inducible protein A
TI83333S001495	b1538	dcp	dipeptidyl carboxypeptidase II
TI83333S001496	b1539	ydfG	putative oxidoreductase
TI83333S001497	b1540	ydfH	putative transcriptional repressor (GntR family)
TI83333S001498	b1541	ydfZ	unknown CDS
TI83333S001499	b1542	ydfI	putative mannitol dehydrogenase
TI83333S001500	b1543	ydfJ	putative transport protein
TI83333S001501	b1544	ydfK	Qin prophage
TI83333S001502	b1545	pinQ	Qin prophage; putative resolvase (recombinase)
TI83333S001503	b1546	tfaQ	Qin prophage; putative tail fiber assembly
TI83333S001504	b1547	ydfN	Qin prophage; putative tail fiber protein
TI83333S001505	b1548	nohA	DNA packaging protein NU1 homolog from lambdoid prophage Qin
TI83333S001506	b1549	ydfO	Qin prophage
TI83333S001507	b1550	gnsB	GnsB protein
TI83333S001508	b1551	ynfN	Qin prophage
TI83333S001509	b1552	cspI	Qin prophage; cold shock-like protein
TI83333S001510	b1553	ydfP	Qin prophage
TI83333S001511	b1554	ydfQ	Qin prophage; putative lysozyme
TI83333S001512	b1555	ydfR	Qin prophage
TI83333S001513	b1556	essQ	Qin prophage
TI83333S001514	b1557	cspB	Qin prophage; cold shock protein
TI83333S001515	b1558	cspF	Qin prophage; cold shock protein
TI83333S001516	b1559	ydfT	Qin prophage; putative antitermination potein Q
TI83333S001517	b1560	ydfU	Qin prophage
TI83333S001518	b1561	rem	Qin prophage
TI83333S001519	b1562	hokD	Qin prophage; cytotoxin (host killing protein)
TI83333S001520	b1563	relE	"Qin prophage; part of two-component toxin-antitoxin system with RelB, transcriptional corepressor of relBE operon"
TI83333S001521	b1564	relB	"Qin prophage; part of two-component toxin-antitoxin system with RelE, transcriptional repressor of relBE operon"
TI83333S001522	b1565	ydfV	Qin prophage
TI83333S001523	b1566	flxA	Qin prophage
TI83333S001524	b1567	ydfW	Qin prophage
TI83333S001525	b1568	ydfX	Qin prophage
TI83333S001526	b1569	dicC	Qin prophage; transcriptional repressor of cell division inhibition protein
TI83333S001527	b1570	dicA	Qin prophage; transcriptional repressor of cell division inhibition protein
TI83333S001528	b1571	ydfA	Qin prophage
TI83333S001529	b1572	ydfB	Qin prophage
TI83333S001530	b1573	rzpQ	Qin prophage
TI83333S001531	b1575	dicB	Qin prophage; inhibitior of cell division
TI83333S001532	b1576	ydfD	Qin prophage
TI83333S001533	b1577	ydfE	Qin prophage
TI83333S001534	b1578	b1578	Qin prophage; IS2 homolog
TI83333S001535	b1579	intQ	Qin prophage; putative transposase
TI83333S001536	b1580	rspB	"putative dehydrogenase, NAD(P)-binding, starvation-sensing protein"
TI83333S001537	b1581	rspA	"putative dehydratase, starvation-sensing protein"
TI83333S001538	b1582	ynfA	hypothetical protein
TI83333S001539	b1583	ynfB	hypothetical protein
TI83333S001540	b1584	speG	spermidine N1-acetyltransferase
TI83333S001541	b1585	ynfC	hypothetical protein
TI83333S001542	b1586	ynfD	hypothetical protein
TI83333S001543	b1587	ynfE	"putative dimethyl sulfoxide reductase, major subunit"
TI83333S001544	b1588	ynfF	"putative dimethyl sulfoxide reductase, major subunit"
TI83333S001545	b1589	ynfG	"putative dimethyl sulfoxide reductase, Fe-S subunit"
TI83333S001546	b1590	ynfH	"putative dimethyl sulfoxide reductase, anchor subunit"
TI83333S001547	b1591	dmsD	putative dimethyl sulfoxide reductase component
TI83333S001548	b1592	clcB	putative voltage-gated ClC-type chloride channel ClcB
